Date,State,TotalSamples,Negative,Positive
2020-10-15,Karnataka,6355809.0,,
2020-10-16,Karnataka,6461694.0,,
2020-10-17,Karnataka,6562710.0,,
2020-10-18,Karnataka,6667777.0,,
2020-10-19,Karnataka,6746358.0,,
2020-10-20,Karnataka,6844594.0,,
2020-10-21,Karnataka,6952835.0,,
2020-10-22,Karnataka,7060189.0,,
2020-10-23,Karnataka,7168545.0,,
2020-10-24,Karnataka,7281090.0,,
2020-10-25,Karnataka,7381601.0,,
2020-10-26,Karnataka,7447493.0,,
2020-10-27,Karnataka,7514194.0,,
2020-10-28,Karnataka,7600348.0,,
2020-10-29,Karnataka,7701031.0,,
2020-10-30,Karnataka,7804312.0,,
2020-10-31,Karnataka,7905868.0,,
2020-11-01,Karnataka,8012641.0,,
2020-11-02,Karnataka,8091137.0,,
2020-11-03,Karnataka,8185676.0,,
2020-11-04,Karnataka,8288179.0,,
2020-11-05,Karnataka,8404516.0,,
2020-11-06,Karnataka,8514653.0,,
2020-11-07,Karnataka,8620970.0,,
2020-11-08,Karnataka,8738226.0,,
2020-11-09,Karnataka,8823191.0,,
2020-11-10,Karnataka,8932699.0,,
2020-11-11,Karnataka,9043217.0,,
2020-11-12,Karnataka,9158603.0,,
2020-11-13,Karnataka,9276602.0,,
2020-11-14,Karnataka,9392474.0,,
2020-11-15,Karnataka,9492080.0,,
2020-04-01,Kerala,7965.0,7256,265.0
2020-04-02,Kerala,8456.0,7622,286.0
2020-04-03,Kerala,9139.0,8126,295.0
2020-04-04,Kerala,9744.0,8586,306.0
2020-04-05,Kerala,10221.0,9300,314.0
2020-04-06,Kerala,10716.0,9607,327.0
2020-04-07,Kerala,11232.0,10250,336.0
2020-04-08,Kerala,11986.0,10906,354.0
2020-04-09,Kerala,12710.0,11469,357.0
2020-04-10,Kerala,13339.0,12335,364.0
2020-04-11,Kerala,14163.0,12818,373.0
2020-04-12,Kerala,14989.0,13802,375.0
2020-04-13,Kerala,15683.0,14829,378.0
2020-04-14,Kerala,16235.0,15488,386.0
2020-04-15,Kerala,16475.0,16002,387.0
2020-04-16,Kerala,17400.0,16459,394.0
2020-04-17,Kerala,18029.0,17279,395.0
2020-04-18,Kerala,18774.0,17763,399.0
2020-04-19,Kerala,19351.0,18547,401.0
2020-04-20,Kerala,19756.0,19074,408.0
2020-04-21,Kerala,20252.0,19442,426.0
2020-04-22,Kerala,20821.0,19998,437.0
2020-04-23,Kerala,21334.0,20326,447.0
2020-04-24,Kerala,21940.0,20830,450.0
2020-04-25,Kerala,22360.0,21475,457.0
2020-04-26,Kerala,22954.0,21997,468.0
2020-04-27,Kerala,24146.0,23148,481.0
2020-04-28,Kerala,24855.0,24078,485.0
2020-04-29,Kerala,25827.0,24681,495.0
2020-04-30,Kerala,27481.0,26032,497.0
2020-05-01,Kerala,29012.0,27224,497.0
2020-05-02,Kerala,33276.0,31592,499.0
2020-05-03,Kerala,34608.0,33294,499.0
2020-05-04,Kerala,35441.0,34161,499.0
2020-05-05,Kerala,36312.0,35244,502.0
2020-05-06,Kerala,37546.0,36210,502.0
2020-05-07,Kerala,38206.0,36856,502.0
2020-05-08,Kerala,39266.0,38294,503.0
2020-05-09,Kerala,40123.0,39233,505.0
2020-05-10,Kerala,41279.0,40155,512.0
2020-05-11,Kerala,41700.0,40889,512.0
2020-05-12,Kerala,42461.0,41621,524.0
2020-05-13,Kerala,43648.0,42574,534.0
2020-05-14,Kerala,45039.0,43868,560.0
2020-05-15,Kerala,46831.0,45063,576.0
2020-05-16,Kerala,48433.0,46458,587.0
2020-05-17,Kerala,50036.0,47964,601.0
2020-05-18,Kerala,51059.0,49763,630.0
2020-05-19,Kerala,52588.0,50867,642.0
2020-05-20,Kerala,54633.0,52689,666.0
2020-05-21,Kerala,56373.0,54541,690.0
2020-05-22,Kerala,58382.0,56165,733.0
2020-05-23,Kerala,60443.0,58192,795.0
2020-05-24,Kerala,61900.0,59943,848.0
2020-05-25,Kerala,63009.0,61698,897.0
2020-05-26,Kerala,65303.0,63010,964.0
2020-05-27,Kerala,67961.0,65099,1004.0
2020-05-28,Kerala,70622.0,67677,1089.0
2020-05-29,Kerala,74214.0,71083,1151.0
2020-05-30,Kerala,77257.0,73775,1209.0
2020-05-31,Kerala,77508.0,75697,1270.0
2020-06-01,Kerala,82449.0,78310,1327.0
2020-06-02,Kerala,86169.0,81157,1413.0
2020-06-03,Kerala,95348.0,84870,1495.0
2020-06-04,Kerala,99692.0,87403,1589.0
2020-06-05,Kerala,104045.0,92818,1700.0
2020-06-06,Kerala,107796.0,97114,1808.0
2020-06-07,Kerala,111930.0,100319,1915.0
2020-06-08,Kerala,113956.0,103472,2006.0
2020-06-09,Kerala,126088.0,111892,2097.0
2020-06-10,Kerala,131006.0,116425,2162.0
2020-06-11,Kerala,135974.0,130857,2245.0
2020-06-12,Kerala,140457.0,134743,2323.0
2020-06-13,Kerala,144842.0,,2408.0
2020-06-14,Kerala,149164.0,,2462.0
2020-06-15,Kerala,151686.0,,2544.0
2020-06-16,Kerala,157117.0,,2623.0
2020-06-17,Kerala,161829.0,,2698.0
2020-06-18,Kerala,169035.0,,2795.0
2020-06-19,Kerala,173729.0,,2913.0
2020-06-20,Kerala,178559.0,,3040.0
2020-06-21,Kerala,183201.0,,3173.0
2020-06-22,Kerala,185903.0,,3311.0
2020-06-23,Kerala,192059.0,,3452.0
2020-06-24,Kerala,197567.0,,3604.0
2020-06-25,Kerala,203574.0,,3727.0
2020-06-26,Kerala,209456.0,,3877.0
2020-06-27,Kerala,215243.0,,4072.0
2020-06-28,Kerala,220821.0,,4190.0
2020-06-29,Kerala,224737.0,,4311.0
2020-06-30,Kerala,231570.0,,4442.0
2020-07-01,Kerala,239017.0,,4593.0
2020-07-02,Kerala,246799.0,,4753.0
2020-07-03,Kerala,253011.0,,4965.0
2020-07-04,Kerala,260011.0,,5205.0
2020-07-05,Kerala,268218.0,,5430.0
2020-07-06,Kerala,275823.0,,5623.0
2020-07-07,Kerala,285968.0,,5895.0
2020-07-08,Kerala,296183.0,,6196.0
2020-07-09,Kerala,307219.0,,6535.0
2020-07-10,Kerala,320485.0,,6951.0
2020-07-11,Kerala,334849.0,,7439.0
2020-07-12,Kerala,347529.0,,7874.0
2020-07-13,Kerala,416282.0,,8323.0
2020-07-14,Kerala,435043.0,,8931.0
2020-07-15,Kerala,453716.0,,9554.0
2020-07-16,Kerala,472271.0,,10276.0
2020-07-17,Kerala,489395.0,,11067.0
2020-07-18,Kerala,514140.0,,11660.0
2020-07-19,Kerala,532505.0,,12481.0
2020-07-20,Kerala,546000.0,,13275.0
2020-07-21,Kerala,567278.0,,13995.0
2020-07-22,Kerala,588930.0,,15033.0
2020-07-23,Kerala,612266.0,,16111.0
2020-07-24,Kerala,635272.0,,16996.0
2020-07-25,Kerala,653982.0,,18099.0
2020-07-26,Kerala,672748.0,,19026.0
2020-07-27,Kerala,688163.0,,19728.0
2020-07-28,Kerala,709348.0,,20895.0
2020-07-29,Kerala,733413.0,,21798.0
2020-07-30,Kerala,753485.0,,22304.0
2020-07-31,Kerala,776268.0,,23614.0
2020-08-01,Kerala,795919.0,,24743.0
2020-08-02,Kerala,817078.0,,25912.0
2020-08-03,Kerala,834215.0,,26874.0
2020-08-04,Kerala,858960.0,,27957.0
2020-08-05,Kerala,884056.0,,29152.0
2020-08-06,Kerala,908355.0,,30450.0
2020-08-07,Kerala,936651.0,,31701.0
2020-08-08,Kerala,963632.0,,33121.0
2020-08-09,Kerala,984208.0,,34332.0
2020-08-10,Kerala,1000988.0,,35516.0
2020-08-11,Kerala,1027433.0,,36933.0
2020-08-12,Kerala,1056360.0,,38145.0
2020-08-13,Kerala,1087722.0,,39709.0
2020-08-14,Kerala,1120935.0,,41278.0
2020-08-15,Kerala,1154365.0,,42886.0
2020-08-16,Kerala,1182727.0,,44416.0
2020-08-17,Kerala,1205759.0,,46141.0
2020-08-18,Kerala,1240076.0,,47899.0
2020-08-19,Kerala,1276358.0,,50232.0
2020-08-20,Kerala,1312992.0,,52200.0
2020-08-21,Kerala,1349071.0,,54183.0
2020-08-22,Kerala,1386775.0,,56355.0
2020-08-23,Kerala,1422558.0,,58263.0
2020-08-24,Kerala,1446380.0,,59505.0
2020-08-25,Kerala,1484907.0,,61880.0
2020-08-26,Kerala,1525792.0,,64356.0
2020-08-27,Kerala,1564783.0,,66762.0
2020-08-28,Kerala,1608013.0,,69305.0
2020-08-29,Kerala,1643633.0,,71702.0
2020-08-30,Kerala,1669779.0,,73856.0
2020-08-31,Kerala,1685203.0,,75386.0
2020-09-01,Kerala,1697042.0,,76526.0
2020-09-02,Kerala,1724658.0,,78073.0
2020-09-03,Kerala,1755568.0,,79626.0
2020-09-04,Kerala,1792330.0,,82105.0
2020-09-05,Kerala,1832275.0,,84760.0
2020-09-06,Kerala,1872496.0,,87842.0
2020-09-07,Kerala,1891703.0,,89490.0
2020-09-08,Kerala,1933294.0,,92516.0
2020-09-09,Kerala,1978316.0,,95918.0
2020-09-10,Kerala,2018921.0,,99267.0
2020-09-11,Kerala,2053801.0,,102255.0
2020-09-12,Kerala,2099549.0,,105140.0
2020-09-13,Kerala,2132795.0,,108279.0
2020-09-14,Kerala,2152585.0,,110819.0
2020-09-15,Kerala,2198858.0,,114034.0
2020-09-16,Kerala,2245139.0,,117864.0
2020-09-17,Kerala,2287796.0,,122215.0
2020-09-18,Kerala,2336217.0,,126382.0
2020-09-19,Kerala,2384611.0,,131027.0
2020-09-20,Kerala,2427374.0,,135723.0
2020-09-21,Kerala,2450599.0,,138633.0
2020-09-22,Kerala,2492757.0,,142758.0
2020-09-23,Kerala,2545385.0,,148134.0
2020-09-24,Kerala,2600359.0,,154458.0
2020-09-25,Kerala,2657430.0,,160935.0
2020-09-26,Kerala,2717040.0,,167941.0
2020-09-27,Kerala,2770734.0,,175386.0
2020-09-28,Kerala,2804319.0,,179924.0
2020-09-29,Kerala,2862094.0,,187278.0
2020-09-30,Kerala,2925776.0,,196108.0
2020-10-01,Kerala,2985534.0,,204243.0
2020-10-02,Kerala,3049791.0,,213501.0
2020-10-03,Kerala,3104878.0,,221335.0
2020-10-04,Kerala,3164072.0,,229888.0
2020-10-05,Kerala,3198423.0,,234930.0
2020-10-06,Kerala,3263691.0,,242801.0
2020-10-07,Kerala,3340242.0,,253407.0
2020-10-08,Kerala,3402903.0,,258852.0
2020-10-09,Kerala,3471365.0,,268102.0
2020-10-10,Kerala,3538678.0,,279857.0
2020-10-11,Kerala,3594320.0,,289204.0
2020-10-12,Kerala,3628429.0,,295134.0
2020-10-13,Kerala,3676682.0,,303898.0
2020-10-14,Kerala,3726738.0,,310142.0
2020-10-15,Kerala,3776892.0,,317931.0
2020-10-16,Kerala,3828728.0,,325214.0
2020-10-17,Kerala,3880795.0,,334230.0
2020-10-18,Kerala,3939199.0,,341861.0
2020-10-19,Kerala,3975798.0,,346883.0
2020-10-20,Kerala,4029699.0,,353474.0
2020-10-21,Kerala,4091729.0,,361843.0
2020-10-22,Kerala,4147822.0,,369325.0
2020-10-23,Kerala,4212611.0,,377836.0
2020-10-24,Kerala,4280204.0,,386089.0
2020-10-25,Kerala,4328416.0,,392932.0
2020-10-26,Kerala,4363557.0,,397219.0
2020-10-27,Kerala,4409750.0,,402676.0
2020-10-28,Kerala,4476730.0,,411466.0
2020-10-29,Kerala,4531069.0,,418486.0
2020-10-30,Kerala,4585050.0,,425124.0
2020-10-31,Kerala,4645049.0,,433107.0
2020-11-01,Kerala,4695059.0,,440132.0
2020-11-02,Kerala,4728404.0,,444270.0
2020-11-03,Kerala,4789542.0,,451132.0
2020-11-04,Kerala,4860812.0,,459648.0
2020-11-05,Kerala,4922200.0,,466468.0
2020-11-06,Kerala,4985584.0,,473470.0
2020-11-07,Kerala,5049635.0,,480671.0
2020-11-08,Kerala,5098433.0,,486111.0
2020-11-09,Kerala,5130922.0,,489704.0
2020-11-10,Kerala,5185673.0,,495714.0
2020-11-11,Kerala,5249865.0,,502721.0
2020-11-12,Kerala,5307067.0,,508258.0
2020-11-13,Kerala,5365288.0,,514062.0
2020-11-14,Kerala,5426841.0,,520419.0
2020-11-15,Kerala,5472967.0,,525000.0
2020-04-13,Ladakh,618.0,,17.0
2020-04-14,Ladakh,760.0,615,17.0
2020-04-15,Ladakh,820.0,657,18.0
2020-04-16,Ladakh,917.0,695,18.0
2020-04-19,Ladakh,991.0,797,18.0
2020-04-21,Ladakh,1137.0,896,18.0
2020-04-29,Ladakh,1949.0,1299,22.0
2020-04-30,Ladakh,2245.0,1384,22.0
2020-05-01,Ladakh,2430.0,1545,22.0
2020-05-02,Ladakh,2434.0,1618,23.0
2020-05-03,Ladakh,2434.0,1674,41.0
2020-05-04,Ladakh,2639.0,1879,41.0
2020-05-09,Ladakh,3503.0,2948,42.0
2020-05-13,Ladakh,3683.0,3353,43.0
2020-05-16,Ladakh,4067.0,3571,43.0
2020-05-18,Ladakh,4219.0,3791,43.0
2020-05-19,Ladakh,4730.0,3935,43.0
2020-05-21,Ladakh,5291.0,4081,44.0
2020-05-22,Ladakh,5505.0,4173,44.0
2020-05-23,Ladakh,5727.0,4505,49.0
2020-05-24,Ladakh,5730.0,4733,52.0
2020-05-25,Ladakh,5896.0,4894,53.0
2020-05-30,Ladakh,7354.0,6145,74.0
2020-05-31,Ladakh,7354.0,6167,77.0
2020-06-02,Ladakh,8310.0,6465,81.0
2020-06-05,Ladakh,9754.0,7204,97.0
2020-06-06,Ladakh,10164.0,7214,99.0
2020-06-09,Ladakh,10249.0,7888,108.0
2020-06-11,Ladakh,10855.0,8222,135.0
2020-06-12,Ladakh,10986.0,8460,239.0
2020-06-13,Ladakh,11135.0,8814,437.0
2020-06-14,Ladakh,11135.0,9087,539.0
2020-06-15,Ladakh,11260.0,9456,555.0
2020-06-16,Ladakh,11537.0,9660,649.0
2020-06-17,Ladakh,11626.0,9833,687.0
2020-06-18,Ladakh,12082.0,9901,687.0
2020-06-19,Ladakh,12516.0,10091,744.0
2020-06-20,Ladakh,12838.0,10307,836.0
2020-06-21,Ladakh,12838.0,10398,837.0
2020-06-22,Ladakh,13018.0,10715,847.0
2020-06-23,Ladakh,13118.0,10927,932.0
2020-06-24,Ladakh,13313.0,11191,932.0
2020-06-25,Ladakh,13521.0,11285,941.0
2020-06-26,Ladakh,13636.0,11563,946.0
2020-06-27,Ladakh,13717.0,11775,960.0
2020-06-29,Ladakh,13886.0,11880,964.0
2020-07-01,Ladakh,14076.0,12095,990.0
2020-07-02,Ladakh,14272.0,12142,990.0
2020-07-03,Ladakh,14361.0,12274,1001.0
2020-07-04,Ladakh,14537.0,12304,1005.0
2020-07-05,Ladakh,14537.0,12319,1005.0
2020-07-07,Ladakh,14833.0,12557,1041.0
2020-07-08,Ladakh,14938.0,12659,1047.0
2020-07-09,Ladakh,15067.0,12763,1055.0
2020-07-10,Ladakh,15186.0,12869,1064.0
2020-07-11,Ladakh,15293.0,12940,1077.0
2020-07-12,Ladakh,15295.0,13011,1086.0
2020-07-13,Ladakh,15393.0,13084,1093.0
2020-07-14,Ladakh,15603.0,13147,1128.0
2020-07-16,Ladakh,15830.0,13341,1147.0
2020-07-18,Ladakh,16192.0,13476,1159.0
2020-07-19,Ladakh,16225.0,13665,1178.0
2020-07-20,Ladakh,16467.0,13712,1195.0
2020-07-21,Ladakh,16639.0,,1198.0
2020-07-22,Ladakh,16850.0,13846,1206.0
2020-07-23,Ladakh,16972.0,,1210.0
2020-07-24,Ladakh,17395.0,14245,1246.0
2020-07-25,Ladakh,17625.0,14343,1276.0
2020-07-26,Ladakh,17626.0,14564,1285.0
2020-07-27,Ladakh,18071.0,14701,1306.0
2020-07-28,Ladakh,18438.0,14904,1327.0
2020-07-29,Ladakh,18849.0,14999,1347.0
2020-07-30,Ladakh,19143.0,15277,1378.0
2020-07-31,Ladakh,19465.0,15471,1404.0
2020-08-01,Ladakh,19833.0,15816,1462.0
2020-08-02,Ladakh,19860.0,15910,1466.0
2020-08-03,Ladakh,20240.0,15944,1485.0
2020-08-04,Ladakh,20601.0,16193,1534.0
2020-08-05,Ladakh,20978.0,16509,1592.0
2020-08-06,Ladakh,21383.0,16774,1595.0
2020-08-07,Ladakh,21740.0,17013,1614.0
2020-08-08,Ladakh,22013.0,17139,1639.0
2020-08-09,Ladakh,22015.0,17380,1688.0
2020-08-10,Ladakh,22161.0,17513,1717.0
2020-08-11,Ladakh,22709.0,17880,1770.0
2020-08-12,Ladakh,23034.0,18040,1811.0
2020-08-13,Ladakh,23430.0,18370,1849.0
2020-08-14,Ladakh,24197.0,18888,1879.0
2020-08-15,Ladakh,24253.0,19052,1909.0
2020-08-16,Ladakh,24273.0,19177,
2020-08-17,Ladakh,24702.0,19266,
2020-08-18,Ladakh,25208.0,19611,
2020-08-19,Ladakh,25501.0,19755,
2020-08-20,Ladakh,25947.0,19985,
2020-08-21,Ladakh,26302.0,20354,
2020-08-22,Ladakh,26531.0,,
2020-08-23,Ladakh,26654.0,20881,
2020-08-24,Ladakh,26894.0,21059,
2020-08-25,Ladakh,27735.0,21217,
2020-08-26,Ladakh,28719.0,22431,
2020-08-27,Ladakh,29614.0,23164,
2020-08-28,Ladakh,30311.0,23747,
2020-08-29,Ladakh,30973.0,24305,
2020-08-31,Ladakh,31037.0,,
2020-09-01,Ladakh,31154.0,,
2020-09-02,Ladakh,31196.0,,
2020-09-04,Ladakh,31389.0,,
2020-09-05,Ladakh,36302.0,29590,
2020-09-07,Ladakh,36429.0,,
2020-09-08,Ladakh,36740.0,,
2020-09-09,Ladakh,36875.0,,
2020-09-10,Ladakh,40397.0,33097,
2020-09-11,Ladakh,40478.0,,
2020-09-12,Ladakh,42080.0,34801,
2020-09-13,Ladakh,42621.0,35470,
2020-09-14,Ladakh,43357.0,36278,
2020-09-15,Ladakh,44147.0,37031,
2020-09-21,Ladakh,48490.0,41002,
2020-09-26,Ladakh,52003.0,44243,4093.0
2020-09-29,Ladakh,53758.0,45828,4195.0
2020-10-02,Ladakh,56277.0,47893,4429.0
2020-10-06,Ladakh,58978.0,50484,4720.0
2020-10-07,Ladakh,59766.0,51158,
2020-10-08,Ladakh,60690.0,51953,
2020-10-23,Ladakh,71063.0,61263,
2020-10-24,Ladakh,71849.0,61971,
2020-10-25,Ladakh,72336.0,62369,
2020-11-01,Ladakh,76512.0,66173,
2020-11-04,Ladakh,78446.0,67800,
2020-11-07,Ladakh,80291.0,69383,
2020-11-08,Ladakh,80731.0,,
2020-11-09,Ladakh,81433.0,,
2020-11-10,Ladakh,82192.0,70943,
2020-11-11,Ladakh,83113.0,71771,
2020-11-12,Ladakh,83893.0,72432,
2020-11-13,Ladakh,84408.0,72856,
2020-11-14,Ladakh,84939.0,73316,
2020-11-15,Ladakh,85438.0,73727,
2020-04-05,Madhya Pradesh,2812.0,1954,193.0
2020-04-07,Madhya Pradesh,3770.0,3125,290.0
2020-04-08,Madhya Pradesh,4056.0,3443,341.0
2020-04-09,Madhya Pradesh,5135.0,3989,411.0
2020-04-10,Madhya Pradesh,7049.0,4840,451.0
2020-04-11,Madhya Pradesh,8516.0,5790,529.0
2020-04-12,Madhya Pradesh,10481.0,6875,562.0
2020-04-13,Madhya Pradesh,10481.0,6875,614.0
2020-04-14,Madhya Pradesh,8105.0,7103,741.0
2020-04-15,Madhya Pradesh,9596.0,8658,938.0
2020-04-16,Madhya Pradesh,13492.0,12326,1164.0
2020-04-17,Madhya Pradesh,15302.0,13992,1310.0
2020-04-18,Madhya Pradesh,14978.0,13576,1402.0
2020-04-19,Madhya Pradesh,17835.0,16428,1407.0
2020-04-20,Madhya Pradesh,19142.0,17657,1485.0
2020-04-21,Madhya Pradesh,20905.0,19353,1552.0
2020-04-22,Madhya Pradesh,22664.0,21077,1587.0
2020-04-23,Madhya Pradesh,24548.0,22861,1687.0
2020-04-24,Madhya Pradesh,26233.0,24387,1846.0
2020-04-25,Madhya Pradesh,27866.0,25921,1945.0
2020-04-26,Madhya Pradesh,25232.0,21716,2090.0
2020-04-27,Madhya Pradesh,27009.0,23500,2165.0
2020-04-28,Madhya Pradesh,31060.0,26159,2387.0
2020-04-29,Madhya Pradesh,33837.0,29261,2560.0
2020-04-30,Madhya Pradesh,41712.0,29816,2625.0
2020-05-01,Madhya Pradesh,44116.0,39353,2715.0
2020-05-02,Madhya Pradesh,46578.0,41460,2788.0
2020-05-03,Madhya Pradesh,49186.0,43937,2837.0
2020-05-04,Madhya Pradesh,52095.0,46634,2942.0
2020-05-05,Madhya Pradesh,54595.0,48931,3049.0
2020-05-06,Madhya Pradesh,54595.0,51479,3138.0
2020-05-07,Madhya Pradesh,61020.0,55002,3252.0
2020-05-08,Madhya Pradesh,63705.0,57528,3341.0
2020-05-09,Madhya Pradesh,68010.0,61629,3457.0
2020-05-10,Madhya Pradesh,72069.0,65436,3614.0
2020-05-11,Madhya Pradesh,76039.0,69187,3785.0
2020-05-12,Madhya Pradesh,80885.0,73761,3986.0
2020-05-13,Madhya Pradesh,85903.0,77738,4173.0
2020-05-14,Madhya Pradesh,89760.0,82028,4426.0
2020-05-15,Madhya Pradesh,93849.0,85879,4595.0
2020-05-16,Madhya Pradesh,99677.0,91393,4790.0
2020-05-17,Madhya Pradesh,103898.0,95355,4977.0
2020-05-18,Madhya Pradesh,112168.0,100469,5236.0
2020-05-19,Madhya Pradesh,116473.0,104348,5465.0
2020-05-20,Madhya Pradesh,120737.0,108744,5735.0
2020-05-21,Madhya Pradesh,125608.0,112947,5981.0
2020-05-22,Madhya Pradesh,129060.0,116835,6170.0
2020-05-23,Madhya Pradesh,132769.0,121033,6371.0
2020-05-24,Madhya Pradesh,135889.0,124549,6665.0
2020-05-25,Madhya Pradesh,138584.0,128267,6859.0
2020-05-26,Madhya Pradesh,141508.0,131415,7024.0
2020-05-27,Madhya Pradesh,146144.0,134774,7261.0
2020-05-28,Madhya Pradesh,151182.0,138387,7453.0
2020-05-29,Madhya Pradesh,155436.0,142383,7645.0
2020-05-30,Madhya Pradesh,161552.0,146616,7891.0
2020-05-31,Madhya Pradesh,167808.0,151793,8089.0
2020-06-01,Madhya Pradesh,172019.0,157790,8283.0
2020-06-02,Madhya Pradesh,177481.0,163100,8420.0
2020-06-03,Madhya Pradesh,183662.0,168219,8588.0
2020-06-04,Madhya Pradesh,189252.0,173392,8762.0
2020-06-05,Madhya Pradesh,195249.0,179234,8996.0
2020-06-06,Madhya Pradesh,200913.0,184202,9228.0
2020-06-07,Madhya Pradesh,208514.0,190155,9401.0
2020-06-08,Madhya Pradesh,215194.0,196497,9638.0
2020-06-09,Madhya Pradesh,220936.0,203131,9849.0
2020-06-10,Madhya Pradesh,228042.0,210081,10049.0
2020-06-11,Madhya Pradesh,233740.0,217860,10241.0
2020-06-12,Madhya Pradesh,241461.0,224064,10443.0
2020-06-13,Madhya Pradesh,246973.0,231123,10641.0
2020-06-14,Madhya Pradesh,252762.0,236649,10802.0
2020-06-15,Madhya Pradesh,258040.0,242117,10935.0
2020-06-16,Madhya Pradesh,263983.0,247196,11083.0
2020-06-17,Madhya Pradesh,271205.0,253474,11244.0
2020-06-18,Madhya Pradesh,277451.0,260395,11426.0
2020-06-19,Madhya Pradesh,282674.0,267247,11582.0
2020-06-20,Madhya Pradesh,290831.0,273628,11724.0
2020-06-21,Madhya Pradesh,296943.0,280480,11903.0
2020-06-22,Madhya Pradesh,302673.0,286516,12078.0
2020-06-23,Madhya Pradesh,307812.0,291733,12261.0
2020-06-24,Madhya Pradesh,314978.0,298712,12448.0
2020-06-25,Madhya Pradesh,321595.0,305182,12595.0
2020-06-26,Madhya Pradesh,329079.0,312463,12798.0
2020-06-27,Madhya Pradesh,337041.0,320258,12965.0
2020-06-28,Madhya Pradesh,344836.0,327832,13186.0
2020-06-29,Madhya Pradesh,353612.0,336424,13370.0
2020-06-30,Madhya Pradesh,365467.0,346060,13593.0
2020-07-01,Madhya Pradesh,372811.0,355136,13861.0
2020-07-02,Madhya Pradesh,380655.0,362735,14106.0
2020-07-03,Madhya Pradesh,389180.0,371069,14297.0
2020-07-04,Madhya Pradesh,398329.0,379911,14604.0
2020-07-05,Madhya Pradesh,407882.0,389138,14930.0
2020-07-06,Madhya Pradesh,417402.0,398304,15284.0
2020-07-07,Madhya Pradesh,427143.0,407702,15627.0
2020-07-08,Madhya Pradesh,437930.0,418080,16036.0
2020-07-09,Madhya Pradesh,449680.0,429525,16341.0
2020-07-10,Madhya Pradesh,460941.0,440470,16657.0
2020-07-11,Madhya Pradesh,474461.0,453446,17201.0
2020-07-12,Madhya Pradesh,486176.0,465270,17632.0
2020-07-13,Madhya Pradesh,509223.0,486956,18207.0
2020-07-14,Madhya Pradesh,521700.0,498635,19005.0
2020-07-15,Madhya Pradesh,540483.0,516780,19643.0
2020-07-16,Madhya Pradesh,553082.0,528644,20378.0
2020-07-17,Madhya Pradesh,567364.0,542222,21082.0
2020-07-18,Madhya Pradesh,583655.0,557831,21763.0
2020-07-19,Madhya Pradesh,599640.0,572979,22600.0
2020-07-20,Madhya Pradesh,615862.0,588491,23310.0
2020-07-21,Madhya Pradesh,631067.0,602911,24095.0
2020-07-22,Madhya Pradesh,645003.0,616100,24842.0
2020-07-23,Madhya Pradesh,658869.0,629334,25474.0
2020-07-24,Madhya Pradesh,670155.0,639884,26210.0
2020-07-25,Madhya Pradesh,684419.0,653432,26926.0
2020-07-26,Madhya Pradesh,698171.0,666310,27800.0
2020-07-27,Madhya Pradesh,711982.0,679332,28589.0
2020-07-28,Madhya Pradesh,724673.0,691395,29217.0
2020-07-29,Madhya Pradesh,738986.0,704791,30134.0
2020-07-30,Madhya Pradesh,752924.0,717895,30968.0
2020-07-31,Madhya Pradesh,767571.0,731704,31806.0
2020-08-01,Madhya Pradesh,783769.0,747094,32614.0
2020-08-02,Madhya Pradesh,799500.0,761904,33535.0
2020-08-03,Madhya Pradesh,812362.0,774016,34285.0
2020-08-04,Madhya Pradesh,825723.0,786580,35082.0
2020-08-05,Madhya Pradesh,838041.0,798246,35734.0
2020-08-06,Madhya Pradesh,846484.0,805859,36564.0
2020-08-07,Madhya Pradesh,859921.0,818562,37298.0
2020-08-08,Madhya Pradesh,874678.0,832460,38157.0
2020-08-09,Madhya Pradesh,891698.0,848394,39025.0
2020-08-10,Madhya Pradesh,909926.0,865756,39891.0
2020-08-11,Madhya Pradesh,931143.0,886130,
2020-08-12,Madhya Pradesh,951822.0,905939,
2020-08-13,Madhya Pradesh,972046.0,925149,
2020-08-14,Madhya Pradesh,992172.0,944479,
2020-08-15,Madhya Pradesh,1013332.0,964620,44433.0
2020-08-16,Madhya Pradesh,1035343.0,985609,
2020-08-17,Madhya Pradesh,1055205.0,1004541,
2020-08-18,Madhya Pradesh,1072575.0,1020921,47375.0
2020-08-19,Madhya Pradesh,1089939.0,1037309,
2020-08-20,Madhya Pradesh,1111158.0,1057376,
2020-08-21,Madhya Pradesh,1133826.0,1078907,50640.0
2020-08-22,Madhya Pradesh,1158510.0,1102365,
2020-08-23,Madhya Pradesh,1181280.0,1123872,
2020-08-24,Madhya Pradesh,1203705.0,1145005,
2020-08-25,Madhya Pradesh,1226559.0,1166480,
2020-08-26,Madhya Pradesh,1248021.0,1186878,
2020-08-27,Madhya Pradesh,1271846.0,1209386,
2020-08-28,Madhya Pradesh,1297699.0,1233987,
2020-08-29,Madhya Pradesh,1324851.0,1259697,
2020-08-30,Madhya Pradesh,1349814.0,1283102,
2020-08-31,Madhya Pradesh,1377427.0,1309183,
2020-09-01,Madhya Pradesh,1398277.0,1328508,
2020-09-02,Madhya Pradesh,1419750.0,1348557,
2020-09-03,Madhya Pradesh,1443477.0,1370612,
2020-09-04,Madhya Pradesh,1469459.0,1394936,
2020-09-05,Madhya Pradesh,1494848.0,1418689,
